k,termino_racionalizado,termino_sustractivo,diferencia_absoluta,error_relativo
185,0.0027026829608238195,0.002702682960830316,6.4965394175331426e-15,2.4037371425736512e-12
186,0.0026881526178373742,0.002688152617849937,1.2562867413024037e-14,4.6734204485498655e-12
187,0.0026737776762378023,0.002673777676250211,1.2408477023662101e-14,4.640803584358488e-12
188,0.002659555656286466,0.0026595556562938327,7.366936921604506e-15,2.7699878753020534e-12
189,0.0026454841307241113,0.002645484130709974,1.413712896747299e-14,5.3438721492551275e-12
190,0.0026315607233898925,0.002631560723386883,3.009311549950766e-15,1.1435463081673703e-12
191,0.00261778310788377,0.002617783107893956,1.0186296250935811e-14,3.891191833371738e-12
192,0.002604149006270711,0.002604149006259604,1.1107000735810502e-14,4.265117206836162e-12
193,0.002590656187825172,0.0025906561878343837,9.21181533830584e-15,3.555784585232462e-12
194,0.0025773024678144058,0.0025773024678130696,1.3361707573711357e-15,5.18437697576191e-13
195,0.0025640857063192065,0.0025640857063251588,5.952269926945419e-15,2.3214005336389536e-12
196,0.002551003807090756,0.0025510038070990504,8.294580300383103e-15,3.2514966372561006e-12
197,0.0025380547164422754,0.0025380547164388645,3.410900034639397e-15,1.3439032706988424e-12
198,0.002525236422174273,0.0025252364221728385,1.4346163146328195e-15,5.681116833399661e-13
199,0.0025125469525321895,0.0025125469525448807,1.269123695024632e-14,5.0511441935267586e-12
200,0.0024999843751953095,0.0024999843751913886,3.920908736576578e-15,1.5683732968412093e-12
201,0.0024875467962958615,0.0024875467962885978,7.263720874783886e-15,2.920033860508713e-12
202,0.002475232359467244,0.0024752323594725567,5.312590645178972e-15,2.146299770548582e-12
203,0.002463039244920389,0.0024630392449296323,9.243474041742417e-15,3.752873227986746e-12
204,0.0024509656685472833,0.0024509656685438586,3.4247778224472114e-15,1.3973177455713276e-12
205,0.0024390098810507317,0.002439009881044285,6.446666117598809e-15,2.6431488316978727e-12
206,0.002427170167099466,0.0024271701670954826,3.983358781711743e-15,1.641153486354838e-12
208,0.00240383226343858,0.0024038322634396536,1.0737938316296436e-15,4.467008151781885e-13
209,0.0023923308056299436,0.0023923308056339465,4.002874420816482e-15,1.6732110841010776e-12
210,0.002380938883642934,0.002380938883646877,3.9430264608952825e-15,1.6560805016810388e-12
211,0.002369654940131433,0.0023696549401392986,7.865669920947838e-15,3.3193313455635732e-12
212,0.0023584774471323853,0.0023584774471316905,6.947567521287112e-16,2.945785014707047e-13
213,0.0023474049053760805,0.0023474049053788804,2.7998436902265667e-15,1.19273998440333e-12
214,0.002336435843615768,0.0023364358436026578,1.311017266969472e-14,5.611184533706681e-12
215,0.0023255688179759835,0.0023255688179801837,4.200199216208844e-15,1.8060954308221295e-12
216,0.0023148024113189736,0.0023148024113197607,7.871307772244762e-16,3.4004231781319484e-13
217,0.00230413523262864,0.0023041352326345077,5.86770215749155e-15,2.5465962563306082e-12
219,0.002283093122113689,0.0022830931221164974,2.8085173076064507e-15,1.2301369928381739e-12
220,0.002272715533554781,0.002272715533564451,9.670216016832711e-15,4.254917025056547e-12
221,0.0022624318583757603,0.0022624318583837066,7.946334562580759e-15,3.5122978547011678e-12
222,0.0022522408275028266,0.0022522408275165162,1.3689570310670973e-14,6.078200050147076e-12
223,0.0022421411946252543,0.002242141194614078,1.1176389674849574e-14,4.984694854026607e-12
224,0.0022321317356873093,0.002232131735695475,8.165777082291825e-15,3.658286359956909e-12
225,0.0022222112483937053,0.0022222112483802903,1.3415050320597643e-14,6.03680245534466e-12
227,0.0022026324854848766,0.0022026324854778068,7.069865526343477e-15,3.2097345212754146e-12
228,0.002192971909811848,0.002192971909806829,5.018988696869897e-15,2.288669852273901e-12
229,0.0021833957047668042,0.0021833957047761032,9.298985192973674e-15,4.258955521746272e-12
230,0.002173902769884233,0.0021739027698970403,1.2807463423136767e-14,5.8914610168231236e-12
231,0.002164492023753851,0.002164492023752018,1.8327353523694967e-15,8.467276997357593e-13
233,0.002145912864931279,0.0021459128649325976,1.3183898417423734e-15,6.143724954016684e-13
234,0.0021367423810512757,0.002136742381054546,3.2703874330852756e-15,1.5305483066593397e-12
235,0.00212764994277813,0.0021276499427642648,1.3865211062613625e-14,6.516678699743927e-12
236,0.0021186345580245965,0.002118634558030408,5.811323644522304e-15,2.7429570722856284e-12
238,0.002100831064094202,0.0021008310640979744,3.772589879380561e-15,1.795760708159158e-12
239,0.0020920410530632476,0.0020920410530607114,2.536165721878092e-15,1.2122925208205354e-12
240,0.002083324291166454,0.0020833242911635352,2.918672248330978e-15,1.4009687597396623e-12
241,0.0020746798666046702,0.0020746798666095856,4.915338969180283e-15,2.3692035808996933e-12
242,0.0020661068826494824,0.0020661068826370865,1.239590027846127e-14,5.9996413460301365e-12
244,0.002049171723146002,0.0020491717231436724,2.329733628236852e-15,1.1369147846038573e-12
245,0.0020408078267416616,0.0020408078267450946,3.4330177589581012e-15,1.6821857080189815e-12
246,0.0020325119286489024,0.0020325119286610516,1.2149135864003568e-14,5.977399538353322e-12
248,0.0020161208372112293,0.002016120837197377,1.3852200636543799e-14,6.870719443436069e-12
249,0.0020080240318062,0.0020080240317952303,1.0969957581208334e-14,5.463060903380201e-12
250,0.0019999920000639995,0.001999992000065731,1.7316877098938477e-15,8.658473183084902e-13
251,0.0019920239678097845,0.001992023967801515,8.26942680998144e-15,4.151268731507088e-12
253,0.001976276866264324,0.001976276866258786,5.538104697055957e-15,2.8022919215385093e-12
254,0.0019684963090989783,0.0019684963091037844,4.806051390193744e-15,2.4414835669128452e-12
255,0.00196077677520478,0.001960776775206341,1.5608174475101322e-15,7.960199586447688e-13
257,0.001945517927937728,0.00194551792793618,1.5480238618748032e-15,7.956872767118249e-13
258,0.0019379772175277218,0.001937977217551179,2.3457147682592883e-14,1.2103933663635723e-11
259,0.001930494735888175,0.0019304947359159996,2.7824530873798992e-14,1.4413160707738258e-11
261,0.0019157017817752551,0.001915701781797452,2.2196871077295732e-14,1.1586809224933846e-11
262,0.0019083899962740879,0.0019083899962879514,1.3863476339137648e-14,7.264488058627687e-12
264,0.0018939326004153505,0.001893932600410153,5.197448374461011e-15,2.7442625853323293e-12
265,0.0018867857359237486,0.0018867857359055051,1.824343627554459e-14,9.66905564749397e-12
266,0.0018796926066836546,0.001879692606678418,5.236479652670489e-15,2.785817018192789e-12
268,0.0018656651479357382,0.0018656651479318498,3.888382671402013e-15,2.084180366291511e-12
269,0.0018587296377772001,0.0018587296377745588,2.641333332609186e-15,1.4210422424682906e-12
270,0.0018518455012374805,0.0018518455012213053,1.617521221131124e-14,8.734644548102035e-12
272,0.001838229082562206,0.0018382290825798009,1.759486653596376e-14,9.571639738959655e-12
273,0.0018314956879552106,0.001831495687952156,3.05463120076066e-15,1.667834230159193e-12
275,0.0018181758077031494,0.0018181758077275845,2.4435098042174808e-14,1.3439348350500264e-11
276,0.001811588257514466,0.001811588257510266,4.199982375774347e-15,2.3183978800661936e-12
278,0.0017985553330912116,0.0017985553330959192,4.70760583293206e-15,2.617437309999803e-12
279,0.0017921089396873624,0.0017921089396963907,9.028368330721293e-15,5.037845708362078e-12
280,0.0017857085915086181,0.0017857085915125026,3.884479543581065e-15,2.1753154809538912e-12
282,0.001773044071480001,0.0017730440714558426,2.4158409647756507e-14,1.3625385875259672e-11
283,0.0017667789372653477,0.001766778937280833,1.5485225948741466e-14,8.764665245958714e-12
285,0.0017543805651733903,0.0017543805651598632,1.3527156825232645e-14,7.710503122163643e-12
286,0.0017482464049554326,0.0017482464049294322,2.600046913880938e-14,1.4872313802625666e-11
288,0.0017361058783617695,0.0017361058783649241,3.1545946410638237e-15,1.8170519899630623e-12
289,0.0017300986276102747,0.001730098627604093,6.181687106643352e-15,3.5730258425682368e-12
291,0.001718207985844188,0.0017182079858457655,1.577514160966409e-15,9.181159521798792e-13
292,0.0017123237464852523,0.0017123237464602425,2.5009725193592125e-14,1.4605722337804142e-11
294,0.0017006753532369777,0.0017006753532200491,1.692851588075417e-14,9.953996127793176e-12
295,0.0016949103852182817,0.0016949103851970904,2.1191381982532675e-14,1.2502951287187676e-11
297,0.001683496912185432,0.0016834969121646282,2.0803888126086356e-14,1.2357544570176718e-11
298,0.001677847625549237,0.0016778476255581154,8.878314750049299e-15,5.2914904874887054e-12
300,0.0016666620370627571,0.0016666620370529017,9.855397747893235e-15,5.913255074353228e-12
302,0.0016556246008397038,0.0016556246008576636,1.795980898722238e-14,1.0847754362983904e-11
303,0.0016501605230532148,0.0016501605230700989,1.6884063591682263e-14,1.0231770397974659e-11
305,0.001639339856663663,0.0016393398566378892,2.577387088475991e-14,1.5722103491837344e-11
306,0.0016339825655244699,0.001633982565522274,2.1959430801521407e-15,1.3439207531858179e-12
308,0.0016233723452308908,0.001623372345250118,1.9227241326857936e-14,1.1844011870316333e-11
310,0.0016128990299301925,0.0016128990299080215,2.2171067065590577e-14,1.3746097340358719e-11
311,0.0016077128862689316,0.0016077128862548307,1.4100916614911974e-14,8.770792804700597e-12
313,0.0015974400130757264,0.0015974400130858157,1.0089368576715607e-14,6.315960846185041e-12
314,0.001592352650339231,0.0015923526503343055,4.925530469601647e-15,3.093240978091331e-12
316,0.001582274519631874,0.001582274519648763,1.6889050921675697e-14,1.0673906905613977e-11
318,0.0015723231569180665,0.0015723231568927076,2.5358838293132457e-14,1.6128261026720924e-11
319,0.0015673942684564376,0.0015673942684770736,2.06360536297856e-14,1.3165834560635396e-11
321,0.0015576286196153947,0.0015576286195937428,2.1651951065404518e-14,1.3900586309688349e-11
323,0.0015479839067272826,0.0015479839067324974,5.214795609220779e-15,3.368766035976303e-12
324,0.0015432062014114505,0.0015432062014042458,7.204740276600674e-15,4.668682817637111e-12
326,0.0015337387233827124,0.0015337387233671507,1.5561770622118942e-14,1.0146298313311757e-11
328,0.0015243867015932683,0.0015243867015897195,3.548810550979553e-15,2.328025131202197e-12
329,0.001519753328799118,0.0015197533288073828,8.264873160857e-15,5.438299100412404e-12
331,0.0015105705712636693,0.0015105705712699091,6.239800343088575e-15,4.130757252783406e-12
333,0.0015014981163714814,0.0015014981163972152,2.5733755404377945e-14,1.7138719738500976e-11
335,0.0014925339885705866,0.0014925339885962785,2.5691905200520004e-14,1.7213614830390145e-11
336,0.0014880919428309075,0.0014880919428037487,2.7158830739892892e-14,1.825077467204522e-11
338,0.0014792867037142726,0.0014792867037272117,1.2939085566876507e-14,8.746840983825755e-12
340,0.0014705850549699944,0.0014705850549603383,9.6561213885904e-15,6.566176744389274e-12
342,0.0014619851792387949,0.0014619851792190275,1.9767390849190214e-14,1.3520924240478559e-11
343,0.0014577228499185028,0.0014577228499206285,2.12568677937508e-15,1.4582242293134947e-12
345,0.0014492723182749963,0.001449272318268413,6.583275591331983e-15,4.542469698978146e-12
347,0.0014409191984897166,0.0014409191985009784,1.1261824806041432e-14,7.815722642772328e-12
349,0.0014326618158740992,0.001432661815897518,2.3418766925686896e-14,1.6346332865302604e-11
351,0.0014244985339087277,0.0014244985339360028,2.7275057212783338e-14,1.9147129016652916e-11
352,0.0014204516794275944,0.0014204516794507072,2.3112805072611486e-14,1.6271447601741268e-11
354,0.0014124265608067943,0.001412426560818858,1.206370073281171e-14,8.541117157922027e-12
356,0.0014044916115215072,0.0014044916115381056,1.6598484739449582e-14,1.1818144446920684e-11
358,0.0013966453203657111,0.0013966453203693163,3.605189063948799e-15,2.5813204049577752e-12
360,0.0013888862097154117,0.0013888862097246601,9.24846137173585e-15,6.658905032710272e-12
362,0.0013812128346009746,0.0013812128345875863,1.33883789471545e-14,9.693204849940693e-12
364,0.0013736237818100358,0.0013736237818307018,2.06659776097462e-14,1.504486008717355e-11
365,0.0013698604431265293,0.0013698604431056083,2.092098196071479e-14,1.5272345490147416e-11
367,0.0013623952913883787,0.0013623952913803805,7.998159426425566e-15,5.870659915651108e-12
369,0.0013550110622561262,0.00135501106223046,2.566610118881485e-14,1.8941617455196397e-11
